SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
12-JAN-2018,20,43083,42816,43751,43488,37802,1244,5779,384,12916,0,10,10,1997,999,-58,212,1971,1000,-57,210
12-JAN-2018,21,43031,42717,43641,43329,37689,1266,5779,576,12916,0,10,10,1996,999,0,201,1971,999,5,198
12-JAN-2018,22,42853,42547,43463,43159,37538,1288,5779,737,12916,0,10,11,1997,999,27,88,1971,1000,28,83
12-JAN-2018,23,42660,42448,43288,43086,37358,1310,5779,910,12916,0,6,8,1996,999,-22,0,1971,1000,-23,-5
12-JAN-2018,24,42479,42322,43147,42993,37200,1332,5779,1170,12916,0,7,10,1996,999,-61,9,1971,999,-60,14
12-JAN-2018,25,42703,42399,43366,43060,37411,1367,5779,1250,12916,0,6,6,1996,776,-57,68,1971,765,-55,73
12-JAN-2018,26,42606,42201,43270,42868,37296,1401,5779,1060,12916,0,7,8,1996,758,-57,68,1971,766,-55,69
12-JAN-2018,27,42527,42073,43191,42736,37163,1414,5779,988,12916,0,7,8,1996,997,-57,104,1971,1000,-55,106
12-JAN-2018,28,42239,41718,42847,42329,36926,1426,5779,932,12916,0,8,10,1996,1000,0,156,1971,1000,4,159
12-JAN-2018,29,42217,41800,42840,42422,36946,1428,5779,756,12916,0,6,7,1997,999,-17,207,1971,1000,-16,208
12-JAN-2018,30,42027,41630,42653,42258,36767,1429,5779,613,12916,0,7,10,1996,999,-19,198,1971,1000,-16,196
12-JAN-2018,31,41947,41573,42553,42181,36693,1448,5779,303,12916,0,6,8,1996,999,9,221,1971,1000,11,223
12-JAN-2018,32,42932,42543,43580,43195,37643,1466,5779,56,12916,0,7,10,1996,999,-41,221,1971,1000,-42,220
12-JAN-2018,33,43677,43291,44395,44012,38221,1484,5779,2,12916,0,10,11,1996,999,-108,198,1971,1000,-110,196
12-JAN-2018,34,45641,45230,46453,46043,39980,1501,5779,0,12916,0,10,10,1997,1000,-202,84,1971,1000,-206,80
12-JAN-2018,35,46337,45884,47360,46920,40611,1530,5779,0,12916,0,11,14,1996,999,-350,-62,1971,1000,-355,-70
12-JAN-2018,36,45879,45383,47156,46661,40272,1559,5779,0,12916,80,10,8,1996,991,-453,-214,1971,991,-452,-219
12-JAN-2018,37,44835,44450,46131,45735,39349,1589,5779,0,12916,185,11,14,1997,965,-456,-229,1971,966,-454,-221
12-JAN-2018,38,44125,43624,45242,44730,38706,1619,5779,0,12916,7,11,14,1996,986,-429,-77,1971,990,-424,-72
12-JAN-2018,39,43408,42899,44309,43786,38183,1646,5779,0,12916,0,9,2,1997,998,-292,23,1971,1000,-283,25
12-JAN-2018,40,42125,41585,42875,42329,37008,1672,5779,0,12916,0,10,10,1996,999,-140,1,1971,1000,-132,4
12-JAN-2018,41,40978,40315,41587,40926,35858,1697,5779,0,12916,0,9,8,1996,1000,31,111,1971,1000,40,117
12-JAN-2018,42,39169,38647,39779,39257,34229,1722,5779,0,12916,0,10,10,1996,999,178,206,1971,1000,181,208
12-JAN-2018,43,37402,36916,38012,37528,32608,1745,5779,0,12916,0,10,12,1996,999,199,280,1971,1000,199,284
12-JAN-2018,44,35389,34898,36000,35512,30793,1768,5779,0,12916,0,11,14,1996,999,200,407,1971,1000,199,410
12-JAN-2018,45,33276,32779,33887,33393,28847,1787,5779,0,12916,0,11,14,1996,999,199,459,1971,1000,199,455
12-JAN-2018,46,31657,31154,32273,31772,27355,1806,5779,0,12916,0,16,18,1996,999,199,459,1971,1000,199,455
12-JAN-2018,47,29838,29324,30451,29936,25596,1861,5779,0,12916,0,13,11,1900,952,200,459,1873,952,199,455
12-JAN-2018,48,28717,28244,29329,28853,24550,1916,5779,0,12916,0,12,10,1896,950,199,459,1874,952,200,455
13-JAN-2018,1,28331,27881,29011,28490,24243,1936,5779,0,12916,0,80,91,1896,950,200,459,1866,952,199,455
13-JAN-2018,2,28566,28116,29222,28733,24509,1955,5779,0,12916,0,56,55,1896,950,200,459,1874,952,199,455
13-JAN-2018,3,28036,27499,29256,28696,24031,1969,5779,0,12916,0,620,659,1896,950,200,459,1874,952,199,455
13-JAN-2018,4,27190,26670,29208,28648,23257,1983,5779,0,12916,0,1418,1433,1896,951,200,459,1874,951,199,455
13-JAN-2018,5,26604,26058,28592,28060,22733,1994,5779,0,12916,0,1388,1388,1802,905,200,459,1776,904,199,455
13-JAN-2018,6,26354,25792,28584,28019,22441,2005,5779,0,12916,0,1630,1631,1798,902,199,459,1776,904,199,455
13-JAN-2018,7,25824,25216,28057,27450,21887,2006,5779,0,12916,0,1633,1634,1798,902,200,459,1776,904,199,455
13-JAN-2018,8,25142,24469,27354,26687,21216,2007,5779,0,12916,0,1612,1618,1799,903,199,459,1776,904,199,455
13-JAN-2018,9,24803,24068,26959,26425,20968,2014,5779,0,12916,0,1556,1710,1799,902,200,459,1776,904,199,455
13-JAN-2018,10,24661,23933,26867,26295,20850,2021,5779,0,12916,0,1606,1762,1798,903,199,459,1776,904,199,455
13-JAN-2018,11,24724,24005,26770,26200,20918,2050,5779,0,12916,0,1446,1594,1799,903,200,459,1776,904,199,455
13-JAN-2018,12,25115,24421,26850,26398,21233,2079,5779,0,12916,0,1135,1394,1798,902,199,459,1776,903,199,455
13-JAN-2018,13,26432,25756,28138,27574,22478,2092,5779,0,12916,0,1106,1230,1799,902,200,459,1776,904,199,455
13-JAN-2018,14,27496,26783,28863,28141,23490,2105,5779,0,12916,0,767,736,1793,902,200,459,1776,904,199,455
13-JAN-2018,15,29211,28508,29824,29126,25049,2123,5779,0,12916,0,13,17,1994,948,157,459,1971,951,152,455
13-JAN-2018,16,30468,29743,31075,30354,26252,2140,5779,0,12916,0,7,11,1996,950,76,392,1971,950,74,383
13-JAN-2018,17,32306,31627,32936,32264,27962,2162,5779,6,12916,0,7,10,1996,790,-23,242,1971,784,-27,234
13-JAN-2018,18,34082,33442,34845,34215,29600,2183,5779,52,12916,0,7,8,1996,785,-156,133,1971,790,-161,130
13-JAN-2018,19,35726,35093,36570,35936,30989,2204,5779,145,12916,0,6,6,1996,997,-238,8,1971,1000,-237,4
13-JAN-2018,20,36637,36027,37446,36832,31814,2224,5779,293,12916,0,7,10,1996,999,-179,-23,1971,1000,-174,-23
13-JAN-2018,21,37212,36605,37917,37310,32293,2236,5779,448,12916,0,7,10,1996,1000,-98,7,1971,1000,-95,10
13-JAN-2018,22,37522,36900,38230,37610,32540,2247,5779,654,12916,0,7,10,1996,1000,-101,14,1971,1000,-100,12
13-JAN-2018,23,37676,37071,38460,37859,32648,2237,5779,821,12916,44,4,4,1996,1000,-65,-115,1971,1000,-61,-120
13-JAN-2018,24,37548,36891,38391,37740,32481,2227,5779,879,12916,350,7,10,1996,999,-24,-212,1971,1000,-21,-215
13-JAN-2018,25,37376,36755,38323,37711,32334,2225,5779,1000,12916,401,7,10,1996,999,-85,-255,1971,1000,-90,-253
13-JAN-2018,26,37501,36876,38490,37868,32445,2222,5779,951,12916,215,6,8,1996,1000,-176,-207,1971,1000,-175,-206
13-JAN-2018,27,37808,37133,38830,38156,32749,2193,5779,748,12916,1,6,8,1996,999,-176,-240,1971,1000,-174,-241
13-JAN-2018,28,37606,36928,38548,37862,32535,2163,5779,614,12916,0,8,10,1996,1000,-138,-196,1971,1000,-136,-189
13-JAN-2018,29,37595,36946,38476,37828,32523,2138,5779,450,12916,0,7,10,1996,999,-184,-90,1971,1000,-185,-88
13-JAN-2018,30,37561,36909,38419,37768,32490,2112,5779,250,12916,0,7,10,1996,999,-166,-85,1971,1000,-163,-86
13-JAN-2018,31,37836,37176,38725,38072,32758,2098,5779,117,12916,0,7,10,1996,906,-209,-73,1971,903,-211,-76
13-JAN-2018,32,38405,37778,39333,38711,33288,2084,5779,23,12916,0,7,10,1996,901,-222,-99,1971,901,-222,-103
13-JAN-2018,33,39745,39130,40805,40203,34458,2059,5779,1,12916,77,7,11,1996,845,-314,-139,1971,845,-320,-144
13-JAN-2018,34,41253,40636,42567,41955,35810,2034,5779,0,12916,500,15,12,1997,872,-413,-286,1971,880,-414,-291
13-JAN-2018,35,42278,41632,43759,43119,36741,2030,5779,0,12916,548,7,6,1997,1008,-454,-420,1971,1012,-454,-422
13-JAN-2018,36,42419,41719,43949,43246,36878,2026,5779,0,12916,548,7,6,1996,974,-455,-468,1971,974,-454,-465
13-JAN-2018,37,42057,41353,43562,42853,36625,2015,5779,0,12916,338,6,12,1997,993,-455,-444,1971,994,-454,-436
13-JAN-2018,38,41179,40433,42601,41850,35845,2004,5779,0,12916,114,10,13,1996,1000,-444,-368,1971,1006,-442,-364
13-JAN-2018,39,40282,39568,41764,41052,35111,1987,5779,0,12916,0,9,10,1996,1003,-455,-418,1971,1003,-453,-422
13-JAN-2018,40,39000,38307,40496,39791,33977,1970,5779,0,12916,0,11,12,1997,986,-452,-433,1971,992,-450,-424
13-JAN-2018,41,37886,37126,39366,38607,32919,1940,5779,0,12916,0,8,10,1996,997,-455,-417,1971,998,-454,-420
13-JAN-2018,42,36366,35573,37857,37052,31578,1910,5779,0,12916,0,8,10,1996,985,-452,-431,1971,987,-450,-422
13-JAN-2018,43,35024,34291,36375,35634,30372,1876,5779,0,12916,0,6,8,1996,1000,-455,-290,1971,1003,-454,-284
13-JAN-2018,44,33670,32952,34932,34207,29153,1842,5779,0,12916,0,7,12,1996,1017,-455,-200,1971,1022,-453,-193
13-JAN-2018,45,32187,31441,33319,32569,27733,1802,5779,0,12916,0,7,13,1996,997,-434,-91,1971,997,-429,-90
13-JAN-2018,46,31188,30431,32186,31423,26730,1761,5779,0,12916,0,14,17,1996,996,-316,-68,1971,999,-308,-70
13-JAN-2018,47,29718,28966,30612,29860,25359,1693,5779,0,12916,0,20,22,1996,1022,-224,-50,1971,1022,-221,-53
13-JAN-2018,48,28815,28054,29760,29045,24522,1624,5779,0,12916,0,92,228,1996,999,-203,-50,1971,1001,-201,-48
14-JAN-2018,1,28441,27735,29723,29164,24270,1610,5779,0,12916,0,469,603,1900,970,-213,76,1873,972,-212,82
14-JAN-2018,2,28689,28045,29994,29475,24646,1595,5779,0,12916,0,483,616,1896,969,-222,171,1874,972,-219,171
14-JAN-2018,3,28257,27530,29907,29319,24281,1574,5779,0,12916,0,902,1050,1896,957,-148,100,1874,961,-144,96
14-JAN-2018,4,27400,26692,29142,28657,23505,1552,5779,0,12916,0,983,1223,1896,962,-159,18,1874,963,-161,22
14-JAN-2018,5,26737,26078,28853,28419,22949,1538,5779,0,12916,0,1292,1555,1896,937,-224,87,1873,939,-223,95
14-JAN-2018,6,26509,25882,28752,28338,22732,1524,5779,0,12916,0,1472,1730,1897,931,-171,213,1874,932,-167,215
14-JAN-2018,7,25993,25322,28312,27887,22249,1532,5779,0,12916,0,1635,1893,1896,927,-84,159,1873,929,-75,152
14-JAN-2018,8,25299,24645,27593,27200,21595,1539,5779,0,12916,0,1694,1999,1897,965,40,145,1874,968,38,151
14-JAN-2018,9,24911,24207,27314,27020,21153,1543,5779,0,12916,0,1693,2099,1896,948,-110,297,1873,949,-115,301
14-JAN-2018,10,24553,23844,27004,26698,20816,1546,5779,0,12916,0,1681,2086,1895,954,-170,445,1873,957,-169,447
14-JAN-2018,11,24542,23873,27025,26758,20851,1539,5779,0,12916,0,1677,2083,1994,983,-206,448,1971,986,-203,438
14-JAN-2018,12,24664,24036,27022,26795,21002,1532,5779,0,12916,0,1664,2070,1996,995,-94,365,1971,994,-85,364
14-JAN-2018,13,25464,24875,27488,27239,21747,1524,5779,0,12916,0,1424,1823,1996,990,80,371,1971,994,85,368
14-JAN-2018,14,26104,25492,27539,27221,22374,1516,5779,0,12916,0,835,1186,1996,1016,127,320,1971,1017,128,314
14-JAN-2018,15,27119,26523,27730,27289,23357,1529,5779,0,12916,0,11,415,1996,989,144,261,1971,993,145,259
14-JAN-2018,16,27991,27388,28604,28154,24245,1542,5779,0,12916,0,13,415,1996,1010,118,220,1971,1009,116,215
14-JAN-2018,17,29556,28980,30165,29740,25713,1550,5779,2,12916,0,9,407,1996,1011,89,203,1971,1012,86,199
14-JAN-2018,18,31311,30751,31943,31539,27401,1558,5779,32,12916,0,6,406,1997,999,-26,252,1971,1000,-29,253
14-JAN-2018,19,33160,32656,33812,33457,29134,1593,5779,137,12916,0,6,403,1996,999,-46,202,1971,1000,-46,195
14-JAN-2018,20,34575,34057,35277,34757,30458,1628,5779,219,12916,0,8,402,1996,999,-94,98,1971,1000,-94,94
14-JAN-2018,21,35788,35206,36559,35983,31542,1662,5779,390,12916,0,8,180,1996,999,-127,-36,1971,1000,-126,-43
14-JAN-2018,22,36341,35822,37178,36656,32002,1695,5779,575,12916,45,10,133,1996,999,-106,-121,1971,1000,-105,-119
14-JAN-2018,23,36754,36295,37603,37143,32343,1706,5779,754,12916,148,10,134,1996,999,-156,-83,1971,1000,-155,-85
14-JAN-2018,24,37025,36556,37895,37430,32591,1716,5779,857,12916,168,11,71,1996,999,-138,-121,1971,1000,-136,-124
14-JAN-2018,25,37158,36741,38022,37601,32710,1745,5779,945,12916,266,11,13,1996,1000,-170,-83,1971,1000,-169,-81
14-JAN-2018,26,37429,36987,38276,37837,32950,1774,5779,1020,12916,200,10,12,1996,999,-168,-69,1971,1000,-166,-70
14-JAN-2018,27,37562,37093,38327,37853,33117,1801,5779,937,12916,100,8,11,1996,999,-142,-15,1971,1000,-140,-9
14-JAN-2018,28,37466,36996,38145,37669,33062,1827,5779,761,12916,0,9,13,1996,1000,-70,31,1971,1000,-61,37
14-JAN-2018,29,37375,36984,37983,37593,33032,1840,5779,555,12916,0,8,9,1996,1000,81,134,1971,1000,84,141
14-JAN-2018,30,37495,37101,38107,37715,33161,1852,5779,383,12916,0,12,14,1996,1000,151,237,1971,1000,154,238
14-JAN-2018,31,37960,37568,38569,38179,33573,1897,5779,217,12916,0,9,11,1996,999,156,329,1971,1000,155,333
14-JAN-2018,32,38917,38521,39528,39133,34479,1941,5779,63,12916,0,11,12,1996,999,135,455,1971,1000,135,452
14-JAN-2018,33,40392,40053,41004,40669,35778,1962,5779,4,12916,124,12,16,1997,1000,161,439,1971,1000,160,437
14-JAN-2018,34,42279,41925,42892,42540,37487,1982,5779,0,12916,339,13,11,1996,999,98,421,1971,1000,91,415
14-JAN-2018,35,43053,42568,43665,43176,38168,2027,5779,0,12916,563,12,6,1997,1000,2,309,1971,1000,-1,303
14-JAN-2018,36,42704,42202,43392,42891,37870,2072,5779,0,12916,415,19,13,1996,999,-69,234,1971,1000,-68,231
14-JAN-2018,37,42467,41982,43119,42624,37723,2102,5779,0,12916,173,14,7,1997,986,-38,246,1971,988,-35,244
14-JAN-2018,38,41462,40957,42077,41574,36783,2132,5779,0,12916,0,15,17,1997,985,25,290,1971,987,27,289
14-JAN-2018,39,40105,39603,40759,40252,35540,2171,5779,0,12916,0,17,15,1997,885,-37,261,1971,883,-35,259
14-JAN-2018,40,38813,38320,39430,38939,34368,2210,5779,0,12916,0,17,15,1996,884,81,296,1971,890,88,297
14-JAN-2018,41,37666,37123,38277,37733,33249,2260,5779,0,12916,0,11,11,1997,999,153,378,1971,999,153,377
14-JAN-2018,42,35902,35324,36514,35937,31667,2309,5779,0,12916,0,12,11,1997,1000,155,451,1971,1004,152,453
14-JAN-2018,43,34032,33525,34643,34137,29944,2398,5779,0,12916,0,11,12,1997,994,89,457,1971,994,89,448
14-JAN-2018,44,31931,31438,32542,32054,28042,2487,5779,0,12916,0,11,11,1997,1005,152,358,1971,1006,155,351
14-JAN-2018,45,29989,29453,30598,30061,26251,2473,5779,0,12916,0,9,8,1901,941,155,361,1873,940,154,364
14-JAN-2018,46,28086,27500,28703,28117,24415,2458,5779,0,12916,0,17,15,1897,958,183,447,1874,961,184,444
14-JAN-2018,47,26077,25445,26718,26071,22521,2522,5779,0,12916,0,41,50,1707,856,189,450,1678,856,188,446
14-JAN-2018,48,24970,24319,25796,25085,21521,2585,5779,0,12916,0,226,240,1700,864,189,450,1679,864,188,446
15-JAN-2018,1,24654,24024,26178,25576,21278,2587,5779,0,12916,0,924,957,1605,812,189,450,1580,810,188,446
15-JAN-2018,2,25045,24450,27005,26368,21685,2588,5779,0,12916,0,1360,1377,1601,792,189,450,1581,795,188,446
15-JAN-2018,3,24872,24243,27122,26494,21436,2631,5779,0,12916,0,1650,1744,1601,822,189,450,1581,824,188,446
15-JAN-2018,4,24314,23634,26550,25877,20845,2673,5779,0,12916,0,1636,1777,1601,841,189,450,1581,842,188,446
15-JAN-2018,5,23944,23316,26189,25563,20486,2727,5779,0,12916,0,1645,1895,1601,786,189,450,1581,783,188,446
15-JAN-2018,6,23862,23192,26155,25428,20261,2780,5779,0,12916,0,1693,1949,1601,795,189,450,1581,798,188,446
15-JAN-2018,7,23565,22831,26043,25310,19831,2722,5779,0,12916,0,1878,2125,1601,830,189,450,1581,831,188,446
15-JAN-2018,8,23170,22424,25613,24890,19375,2664,5779,0,12916,0,1843,2079,1601,816,180,450,1581,817,179,446
15-JAN-2018,9,23040,22318,25341,24774,19270,2574,5779,0,12916,0,1701,1894,1601,804,180,450,1581,806,179,446
15-JAN-2018,10,23258,22574,25706,25025,19454,2483,5779,0,12916,0,1848,1852,1600,804,180,450,1581,807,179,446
15-JAN-2018,11,24161,23533,26305,25701,20244,2424,5779,0,12916,0,1544,1517,1601,804,188,450,1581,806,188,446
15-JAN-2018,12,25694,25116,27036,26465,21568,2365,5779,0,12916,0,742,713,1586,805,189,450,1582,813,188,446
15-JAN-2018,13,29240,28657,29861,29274,24800,2309,5779,1,12916,0,21,17,1995,1011,189,450,1971,1018,188,446
15-JAN-2018,14,32733,32212,33344,32823,27985,2253,5779,2,12916,0,11,11,1996,1004,190,450,1971,1004,189,446
15-JAN-2018,15,36676,36116,37284,36724,31528,2234,5779,1,12916,286,8,2,1993,565,107,427,1968,543,103,420
15-JAN-2018,16,38285,37651,38893,38261,32895,2214,5779,0,12916,540,8,2,1993,491,67,322,1967,499,62,315
15-JAN-2018,17,39330,38691,40035,39404,33849,2188,5779,2,12916,542,15,15,1996,804,-90,241,1971,813,-93,236
15-JAN-2018,18,39616,38990,40370,39751,34286,2162,5779,25,12916,542,17,20,1996,821,-137,197,1971,828,-135,194
15-JAN-2018,19,40451,39902,41142,40596,35225,2146,5779,104,12916,482,14,17,1996,996,-77,134,1971,1000,-74,129
15-JAN-2018,20,41047,40526,41751,41237,35768,2129,5779,214,12916,232,13,20,1996,999,-91,53,1971,1000,-91,54
15-JAN-2018,21,41399,40937,42127,41667,36112,2158,5779,427,12916,61,9,12,1996,999,-119,32,1971,1000,-118,32
15-JAN-2018,22,41755,41218,42489,41954,36498,2187,5779,678,12916,0,9,12,1996,999,-125,40,1971,1000,-123,39
15-JAN-2018,23,41887,41320,42604,42036,36641,2246,5779,775,12916,0,8,6,1997,999,-109,49,1971,1000,-107,49
15-JAN-2018,24,41761,41224,42454,41919,36574,2304,5779,998,12916,0,8,11,1996,999,-85,13,1971,1000,-84,16
15-JAN-2018,25,41576,40991,42283,41698,36470,2399,5779,1340,12916,0,4,6,1996,999,-103,27,1971,1000,-101,30
15-JAN-2018,26,40992,40366,41705,41082,35899,2493,5779,1470,12916,0,7,10,1996,999,-106,0,1971,1000,-107,3
15-JAN-2018,27,40456,39854,41206,40603,35375,2537,5779,1640,12916,0,7,5,1996,999,-143,35,1971,1000,-142,42
15-JAN-2018,28,39781,39197,40497,39912,34747,2581,5779,1670,12916,0,4,6,1996,1000,-112,76,1971,1000,-109,78
15-JAN-2018,29,39652,39121,40345,39815,34679,2600,5779,1400,12916,0,5,8,1996,999,-88,100,1971,1000,-85,101
15-JAN-2018,30,39564,39007,40255,39699,34529,2618,5779,930,12916,0,5,8,1996,999,-86,79,1971,1000,-84,77
15-JAN-2018,31,39725,39162,40401,39841,34710,2580,5779,590,12916,0,5,8,1996,999,-71,13,1971,1000,-71,13
15-JAN-2018,32,40781,40242,41561,41026,35724,2542,5779,194,12916,0,10,10,1996,999,-122,-48,1971,1000,-120,-54
15-JAN-2018,33,41563,41011,42468,41920,36268,2496,5779,20,12916,0,11,14,1996,999,-169,-125,1971,1000,-170,-124
15-JAN-2018,34,43878,43381,44841,44357,38232,2449,5779,0,12916,0,9,8,1996,999,-183,-171,1971,1000,-184,-176
15-JAN-2018,35,45374,44698,46575,45906,39540,2466,5779,0,12916,0,12,15,1996,999,-269,-320,1971,1000,-270,-324
15-JAN-2018,36,45460,44691,46895,46127,39676,2483,5779,0,12916,0,10,10,1996,999,-377,-448,1971,1000,-382,-448
15-JAN-2018,37,45055,44300,46582,45824,39398,2506,5779,0,12916,0,7,10,1996,999,-456,-464,1971,1000,-454,-461
15-JAN-2018,38,44321,43530,45806,45008,38692,2528,5779,0,12916,0,13,19,1996,1000,-427,-445,1971,1000,-424,-439
15-JAN-2018,39,43779,42990,45078,44271,38287,2539,5779,0,12916,0,13,11,1996,999,-371,-315,1971,1000,-366,-305
15-JAN-2018,40,42524,41739,43628,42827,37167,2550,5779,0,12916,0,9,1,1996,1000,-333,-162,1971,1000,-330,-156
15-JAN-2018,41,41335,40516,42236,41401,35977,2549,5779,0,12916,0,6,4,1996,999,-283,-12,1971,1000,-277,-6
15-JAN-2018,42,39171,38250,39919,38992,34026,2547,5779,0,12916,0,8,5,1995,999,-140,71,1971,1000,-132,71
15-JAN-2018,43,37359,36493,37967,37102,32396,2541,5779,0,12916,0,8,7,1995,999,2,17,1971,1000,7,17
15-JAN-2018,44,34881,34057,35490,34672,30215,2535,5779,0,12916,0,9,15,1996,999,69,120,1971,1000,73,127
15-JAN-2018,45,32702,31841,33310,32450,28265,2505,5779,0,12916,0,8,8,1996,999,130,211,1971,1000,132,212
15-JAN-2018,46,30710,29910,31317,30519,26366,2474,5779,0,12916,0,7,9,1996,999,144,268,1971,1000,144,270
15-JAN-2018,47,28410,27532,29017,28143,24241,2567,5779,0,12916,0,7,11,1616,800,152,358,1580,790,153,360
15-JAN-2018,48,27133,26375,27746,26993,23123,2659,5779,0,12916,0,13,51,1600,784,190,436,1582,782,191,436
16-JAN-2018,1,26845,26080,27462,26701,22845,2616,5779,0,12916,0,17,175,1601,783,196,446,1578,782,195,443
16-JAN-2018,2,27304,26602,28558,27992,23303,2572,5779,0,12916,0,654,848,1601,783,196,446,1582,782,195,443
16-JAN-2018,3,27046,26301,28867,28130,23122,2607,5779,0,12916,0,1221,1382,1601,782,196,446,1582,782,195,443
16-JAN-2018,4,26344,25610,28172,27443,22528,2641,5779,0,12916,0,1228,1361,1601,783,196,445,1582,782,195,443
16-JAN-2018,5,25914,25181,28004,27283,22128,2626,5779,0,12916,0,1490,1502,1602,783,196,446,1582,782,195,443
16-JAN-2018,6,25729,25003,27825,27105,21902,2611,5779,0,12916,0,1496,1502,1602,783,196,446,1582,782,195,443
16-JAN-2018,7,25279,24552,27453,26782,21430,2668,5779,0,12916,0,1574,1574,1601,783,196,445,1582,782,195,443
16-JAN-2018,8,24796,24062,27014,26282,20957,2724,5779,0,12916,0,1618,1620,1601,783,196,446,1582,782,195,443
16-JAN-2018,9,24634,23910,26851,26133,20814,2727,5779,0,12916,0,1617,1663,1602,783,196,446,1582,782,195,443
16-JAN-2018,10,24649,23963,26834,26153,20881,2729,5779,0,12916,0,1585,1614,1601,783,196,445,1582,782,195,443
16-JAN-2018,11,25472,24812,27660,27003,21671,2736,5779,0,12916,0,1588,1617,1602,826,196,445,1582,830,195,443
16-JAN-2018,12,26836,26309,28337,27831,22930,2743,5779,0,12916,0,901,873,1600,829,196,446,1582,835,195,443
16-JAN-2018,13,30233,29737,30946,30401,26063,2731,5779,0,12916,0,113,94,1700,996,196,446,1679,1000,195,443
16-JAN-2018,14,33545,33026,34157,33639,29090,2719,5779,0,12916,0,12,13,1690,999,201,445,1679,1000,200,442
16-JAN-2018,15,37556,36954,38163,37561,32737,2747,5779,0,12916,5,7,3,1994,1000,192,360,1971,1001,191,350
16-JAN-2018,16,39656,38956,40263,39572,34628,2775,5779,0,12916,49,7,7,1996,995,198,252,1971,999,197,248
16-JAN-2018,17,40429,39734,41035,40347,35321,2779,5779,33,12916,49,6,11,1996,1004,170,242,1971,1001,169,240
16-JAN-2018,18,40309,39609,40923,40231,35236,2782,5779,373,12916,49,14,22,1996,984,160,152,1971,987,158,145
16-JAN-2018,19,40741,40016,41351,40633,35608,2836,5779,970,12916,7,10,17,1996,794,89,68,1971,786,85,70
16-JAN-2018,20,40423,39682,41032,40295,35268,2889,5779,1530,12916,4,9,13,1997,750,14,68,1971,747,16,70
16-JAN-2018,21,39764,39006,40455,39710,34560,2936,5779,2570,12916,3,9,12,1997,809,-82,71,1971,816,-90,71
16-JAN-2018,22,39151,38451,39963,39267,33997,2982,5779,3140,12916,0,9,11,1997,837,-203,32,1971,840,-206,32
16-JAN-2018,23,38838,38125,39719,39009,33638,3037,5779,3640,12916,0,9,13,1996,964,-272,96,1971,972,-271,103
16-JAN-2018,24,38781,38078,39663,38958,33503,3091,5779,3780,12916,0,9,11,1996,953,-273,144,1971,954,-271,143
16-JAN-2018,25,38842,38103,39717,38979,33538,3091,5779,3780,12916,0,9,11,1997,961,-266,154,1971,966,-264,152
16-JAN-2018,26,39102,38416,39947,39256,33799,3090,5779,3410,12916,0,5,4,1996,950,-240,122,1971,952,-238,123
16-JAN-2018,27,39478,38850,40329,39694,34229,3055,5779,3000,12916,0,4,2,1996,976,-247,158,1971,978,-242,159
16-JAN-2018,28,39792,39141,40514,39854,34462,3020,5779,2560,12916,0,3,5,1996,979,-119,51,1971,983,-105,46
16-JAN-2018,29,40505,39831,41136,40470,35165,2923,5779,1800,12916,0,4,4,1996,974,42,-27,1971,977,47,-30
16-JAN-2018,30,40883,40119,41502,40741,35520,2826,5779,1030,12916,0,4,2,1997,979,35,-15,1971,978,37,-18
16-JAN-2018,31,41333,40705,41937,41309,35920,2794,5779,495,12916,0,4,3,1997,909,15,21,1971,910,14,22
16-JAN-2018,32,42681,42086,43344,42761,37202,2761,5779,171,12916,0,6,6,1997,909,-38,-19,1971,911,-38,-29
16-JAN-2018,33,43658,42966,44464,43782,38007,2693,5779,14,12916,0,12,14,1997,837,-45,-149,1971,837,-44,-156
16-JAN-2018,34,45755,45212,46783,46255,39868,2625,5779,0,12916,0,13,12,1997,852,-114,-301,1971,855,-119,-305
16-JAN-2018,35,46573,45920,47875,47238,40569,2620,5779,0,12916,97,9,12,1997,840,-264,-429,1971,837,-270,-429
16-JAN-2018,36,46208,45491,47674,46963,40259,2614,5779,0,12916,28,9,17,1997,815,-395,-462,1971,820,-396,-460
16-JAN-2018,37,46032,45328,47519,46815,40119,2559,5779,0,12916,0,11,15,1997,881,-412,-464,1971,884,-411,-461
16-JAN-2018,38,45410,44710,46894,46196,39599,2504,5779,0,12916,0,9,13,1997,907,-412,-463,1971,912,-411,-460
16-JAN-2018,39,45098,44450,46496,45835,39392,2507,5779,0,12916,0,8,6,1996,1015,-413,-377,1971,1019,-410,-367
16-JAN-2018,40,43969,43242,45160,44418,38320,2510,5779,0,12916,0,6,7,1996,1000,-359,-226,1971,999,-352,-218
16-JAN-2018,41,42587,41814,43479,42696,37005,2506,5779,0,12916,0,5,11,1997,999,-214,-73,1971,999,-205,-68
